year,minT,maxT,rcp,batch,gcm,iam,value,weight,temp
2016,.1,.5,rcp45,batch9,IPSL-CM5A-LR,low,.045720887,.029999999,.23424244
2016,.1,.5,rcp45,batch4,IPSL-CM5A-LR,high,.05990952,.029999999,.23424244
2016,.1,.5,rcp45,batch4,IPSL-CM5A-LR,low,-.0873471,.029999999,.23424244
2016,.1,.5,rcp45,batch5,IPSL-CM5A-LR,low,-.030377837,.029999999,.23424244
2016,.1,.5,rcp45,batch14,IPSL-CM5A-LR,low,-.012876531,.029999999,.23424244
2016,.1,.5,rcp45,batch10,IPSL-CM5A-LR,low,.06505552,.029999999,.23424244
2016,.1,.5,rcp45,batch13,IPSL-CM5A-LR,low,.06244709,.029999999,.23424244
2016,.1,.5,rcp45,batch5,IPSL-CM5A-LR,high,-.044815688,.029999999,.23424244
2016,.1,.5,rcp45,batch8,IPSL-CM5A-LR,low,-.029875327,.029999999,.23424244
2016,.1,.5,rcp45,batch13,IPSL-CM5A-LR,high,.0044072504,.029999999,.23424244
2016,.1,.5,rcp45,batch8,IPSL-CM5A-LR,high,-.03855313,.029999999,.23424244
2016,.1,.5,rcp45,batch9,IPSL-CM5A-LR,high,.018544394,.029999999,.23424244
2016,.1,.5,rcp45,batch1,IPSL-CM5A-LR,high,-.005360432,.029999999,.23424244
2016,.1,.5,rcp45,batch14,IPSL-CM5A-LR,high,.01802598,.029999999,.23424244
2016,.1,.5,rcp45,batch12,IPSL-CM5A-LR,high,.0616147,.029999999,.23424244
2016,.1,.5,rcp45,batch3,IPSL-CM5A-LR,high,-.061558686,.029999999,.23424244
2016,.1,.5,rcp45,batch1,IPSL-CM5A-LR,low,-.007760864,.029999999,.23424244
2016,.1,.5,rcp45,batch6,IPSL-CM5A-LR,low,.021818388,.029999999,.23424244
2016,.1,.5,rcp45,batch0,IPSL-CM5A-LR,high,-.05858163,.029999999,.23424244
2016,.1,.5,rcp45,batch7,IPSL-CM5A-LR,low,.0024137933,.029999999,.23424244
2016,.1,.5,rcp45,batch11,IPSL-CM5A-LR,high,.027635528,.029999999,.23424244
2016,.1,.5,rcp45,batch2,IPSL-CM5A-LR,low,-.08291754,.029999999,.23424244
2016,.1,.5,rcp45,batch10,IPSL-CM5A-LR,high,.006052704,.029999999,.23424244
2016,.1,.5,rcp45,batch3,IPSL-CM5A-LR,low,-.08626621,.029999999,.23424244
2016,.1,.5,rcp45,batch2,IPSL-CM5A-LR,high,-.009035301,.029999999,.23424244
2016,.1,.5,rcp45,batch0,IPSL-CM5A-LR,low,-.046602256,.029999999,.23424244
2016,.1,.5,rcp45,batch12,IPSL-CM5A-LR,low,-.053701165,.029999999,.23424244
2016,.1,.5,rcp45,batch6,IPSL-CM5A-LR,high,-.06184001,.029999999,.23424244
2016,.1,.5,rcp85,batch10,IPSL-CM5A-LR,low,-.02186761,.029999999,.2827251
2016,.1,.5,rcp85,batch6,IPSL-CM5A-LR,low,-.13978321,.029999999,.2827251
2016,.1,.5,rcp85,batch1,IPSL-CM5A-LR,low,.13940412,.029999999,.2827251
2016,.1,.5,rcp85,batch5,IPSL-CM5A-LR,low,-.026969367,.029999999,.2827251
2016,.1,.5,rcp85,batch9,IPSL-CM5A-LR,high,-.04696673,.029999999,.2827251
2016,.1,.5,rcp85,batch3,IPSL-CM5A-LR,high,.051266937,.029999999,.2827251
2016,.1,.5,rcp85,batch11,IPSL-CM5A-LR,high,.08537345,.029999999,.2827251
2016,.1,.5,rcp85,batch11,IPSL-CM5A-LR,low,-.026864413,.029999999,.2827251
2016,.1,.5,rcp85,batch13,IPSL-CM5A-LR,high,-.06197044,.029999999,.2827251
2016,.1,.5,rcp85,batch4,IPSL-CM5A-LR,high,-.011636064,.029999999,.2827251
2016,.1,.5,rcp85,batch3,IPSL-CM5A-LR,low,.127113585,.029999999,.2827251
2016,.1,.5,rcp85,batch1,IPSL-CM5A-LR,high,.001633756,.029999999,.2827251
2016,.1,.5,rcp85,batch13,IPSL-CM5A-LR,low,.032986286,.029999999,.2827251
2016,.1,.5,rcp85,batch12,IPSL-CM5A-LR,high,-.0027458212,.029999999,.2827251
2016,.1,.5,rcp85,batch14,IPSL-CM5A-LR,low,.028478544,.029999999,.2827251
2016,.1,.5,rcp85,batch6,IPSL-CM5A-LR,high,.0366455,.029999999,.2827251
2016,.1,.5,rcp85,batch14,IPSL-CM5A-LR,high,-.05713515,.029999999,.2827251
2016,.1,.5,rcp85,batch7,IPSL-CM5A-LR,low,.035202154,.029999999,.2827251
2016,.1,.5,rcp85,batch4,IPSL-CM5A-LR,low,.10970143,.029999999,.2827251
2016,.1,.5,rcp85,batch10,IPSL-CM5A-LR,high,-.05718367,.029999999,.2827251
2016,.1,.5,rcp85,batch9,IPSL-CM5A-LR,low,.0070130053,.029999999,.2827251
2016,.1,.5,rcp85,batch0,IPSL-CM5A-LR,low,.10808871,.029999999,.2827251
2016,.1,.5,rcp85,batch8,IPSL-CM5A-LR,high,-.14674503,.029999999,.2827251
2016,.1,.5,rcp85,batch0,IPSL-CM5A-LR,high,-.1263945,.029999999,.2827251
2016,.1,.5,rcp85,batch12,IPSL-CM5A-LR,low,.035889693,.029999999,.2827251
2016,.1,.5,rcp85,batch5,IPSL-CM5A-LR,high,.02193243,.029999999,.2827251
2016,.1,.5,rcp85,batch8,IPSL-CM5A-LR,low,.031964,.029999999,.2827251
2016,.1,.5,rcp85,batch7,IPSL-CM5A-LR,high,.004846891,.029999999,.2827251
2016,.1,.5,rcp85,batch2,IPSL-CM5A-LR,low,.03173701,.029999999,.2827251
2016,.1,.5,rcp85,batch2,IPSL-CM5A-LR,high,.026494867,.029999999,.2827251
2016,.1,.5,rcp45,batch6,IPSL-CM5A-MR,high,-.0015558369,.029999999,.31069371
2016,.1,.5,rcp45,batch7,IPSL-CM5A-MR,high,-.032429918,.029999999,.31069371
2016,.1,.5,rcp45,batch11,IPSL-CM5A-MR,high,-.028924164,.029999999,.31069371
2016,.1,.5,rcp45,batch10,IPSL-CM5A-MR,high,-.049881055,.029999999,.31069371
2016,.1,.5,rcp45,batch7,IPSL-CM5A-MR,low,-.058769576,.029999999,.31069371
2016,.1,.5,rcp45,batch3,IPSL-CM5A-MR,low,.04239614,.029999999,.31069371
2016,.1,.5,rcp45,batch5,IPSL-CM5A-MR,low,-.12454917,.029999999,.31069371
2016,.1,.5,rcp45,batch12,IPSL-CM5A-MR,low,-.086967525,.029999999,.31069371
2016,.1,.5,rcp45,batch3,IPSL-CM5A-MR,high,-.14263514,.029999999,.31069371
2016,.1,.5,rcp45,batch6,IPSL-CM5A-MR,low,-.0918704,.029999999,.31069371
2016,.1,.5,rcp45,batch14,IPSL-CM5A-MR,high,-.09683759,.029999999,.31069371
2016,.1,.5,rcp45,batch13,IPSL-CM5A-MR,high,-.052286743,.029999999,.31069371
2016,.1,.5,rcp45,batch8,IPSL-CM5A-MR,low,.0066985083,.029999999,.31069371
2016,.1,.5,rcp45,batch12,IPSL-CM5A-MR,high,-.12593785,.029999999,.31069371
2016,.1,.5,rcp45,batch0,IPSL-CM5A-MR,low,-.137238634,.029999999,.31069371
2016,.1,.5,rcp45,batch9,IPSL-CM5A-MR,high,-.03331173,.029999999,.31069371
2016,.1,.5,rcp45,batch1,IPSL-CM5A-MR,high,-.02862615,.029999999,.31069371
2016,.1,.5,rcp45,batch1,IPSL-CM5A-MR,low,.24132352,.029999999,.31069371
2016,.1,.5,rcp45,batch0,IPSL-CM5A-MR,high,-.08784473,.029999999,.31069371
2016,.1,.5,rcp45,batch2,IPSL-CM5A-MR,high,-.038182593,.029999999,.31069371
2016,.1,.5,rcp45,batch9,IPSL-CM5A-MR,low,.024740788,.029999999,.31069371
2016,.1,.5,rcp45,batch8,IPSL-CM5A-MR,high,.011174991,.029999999,.31069371
2016,.1,.5,rcp45,batch2,IPSL-CM5A-MR,low,-.2053739,.029999999,.31069371
2016,.1,.5,rcp45,batch10,IPSL-CM5A-MR,low,-.24393872,.029999999,.31069371
2016,.1,.5,rcp45,batch14,IPSL-CM5A-MR,low,.00690679,.029999999,.31069371
2016,.1,.5,rcp45,batch11,IPSL-CM5A-MR,low,.006633677,.029999999,.31069371
2016,.1,.5,rcp45,batch4,IPSL-CM5A-MR,high,-.078166024,.029999999,.31069371
2016,.1,.5,rcp45,batch4,IPSL-CM5A-MR,low,-.030968742,.029999999,.31069371
2016,.1,.5,rcp45,batch13,IPSL-CM5A-MR,low,-.06209699,.029999999,.31069371
2016,.1,.5,rcp45,batch5,IPSL-CM5A-MR,high,-.05800875,.029999999,.31069371
2016,.1,.5,rcp85,batch7,IPSL-CM5A-MR,low,.12675059,.029999999,.34623137
2016,.1,.5,rcp85,batch13,IPSL-CM5A-MR,low,.18999766,.029999999,.34623137
2016,.1,.5,rcp85,batch10,IPSL-CM5A-MR,low,.014247033,.029999999,.34623137
2016,.1,.5,rcp85,batch8,IPSL-CM5A-MR,low,-.02939295,.029999999,.34623137
2016,.1,.5,rcp85,batch9,IPSL-CM5A-MR,low,-.051982205,.029999999,.34623137
2016,.1,.5,rcp85,batch14,IPSL-CM5A-MR,low,-.09669847,.029999999,.34623137
2016,.1,.5,rcp85,batch1,IPSL-CM5A-MR,high,-.07842624,.029999999,.34623137
2016,.1,.5,rcp85,batch11,IPSL-CM5A-MR,high,-.026147897,.029999999,.34623137
2016,.1,.5,rcp85,batch2,IPSL-CM5A-MR,high,-.017573878,.029999999,.34623137
2016,.1,.5,rcp85,batch4,IPSL-CM5A-MR,high,-.00352602,.029999999,.34623137
2016,.1,.5,rcp85,batch0,IPSL-CM5A-MR,high,-.012993894,.029999999,.34623137
2016,.1,.5,rcp85,batch1,IPSL-CM5A-MR,low,.009828002,.029999999,.34623137
2016,.1,.5,rcp85,batch0,IPSL-CM5A-MR,low,-.0099686,.029999999,.34623137
2016,.1,.5,rcp85,batch12,IPSL-CM5A-MR,high,.08943422,.029999999,.34623137
2016,.1,.5,rcp85,batch14,IPSL-CM5A-MR,high,-.033306767,.029999999,.34623137
2016,.1,.5,rcp85,batch6,IPSL-CM5A-MR,low,-.14624226,.029999999,.34623137
2016,.1,.5,rcp85,batch3,IPSL-CM5A-MR,low,-.019015555,.029999999,.34623137
2016,.1,.5,rcp85,batch13,IPSL-CM5A-MR,high,-.025624588,.029999999,.34623137
2016,.1,.5,rcp85,batch4,IPSL-CM5A-MR,low,.05599332,.029999999,.34623137
2016,.1,.5,rcp85,batch2,IPSL-CM5A-MR,low,.065032847,.029999999,.34623137
2016,.1,.5,rcp85,batch3,IPSL-CM5A-MR,high,-.019974803,.029999999,.34623137
2016,.1,.5,rcp85,batch8,IPSL-CM5A-MR,high,.0017465283,.029999999,.34623137
2016,.1,.5,rcp85,batch5,IPSL-CM5A-MR,high,-.053478883,.029999999,.34623137
2016,.1,.5,rcp85,batch5,IPSL-CM5A-MR,low,.022609105,.029999999,.34623137
2016,.1,.5,rcp85,batch11,IPSL-CM5A-MR,low,-.02126776,.029999999,.34623137
2016,.1,.5,rcp85,batch12,IPSL-CM5A-MR,low,.007971513,.029999999,.34623137
2016,.1,.5,rcp85,batch10,IPSL-CM5A-MR,high,.03158078,.029999999,.34623137
2016,.1,.5,rcp85,batch9,IPSL-CM5A-MR,high,-.13104138,.029999999,.34623137
2016,.1,.5,rcp85,batch7,IPSL-CM5A-MR,high,-.05398156,.029999999,.34623137
2016,.1,.5,rcp85,batch6,IPSL-CM5A-MR,high,.047329255,.029999999,.34623137
2016,.1,.5,rcp45,batch8,MIROC-ESM,high,.048119255,.029999999,.3396247
2016,.1,.5,rcp45,batch11,MIROC-ESM,high,.018813026,.029999999,.3396247
2016,.1,.5,rcp45,batch3,MIROC-ESM,low,.19331539,.029999999,.3396247
2016,.1,.5,rcp45,batch14,MIROC-ESM,high,.017716687,.029999999,.3396247
2016,.1,.5,rcp45,batch0,MIROC-ESM,high,-.027686207,.029999999,.3396247
2016,.1,.5,rcp45,batch6,MIROC-ESM,low,.07480412,.029999999,.3396247
2016,.1,.5,rcp45,batch13,MIROC-ESM,high,-.1589754,.029999999,.3396247
2016,.1,.5,rcp45,batch5,MIROC-ESM,low,.0030393938,.029999999,.3396247
2016,.1,.5,rcp45,batch8,MIROC-ESM,low,.006912522,.029999999,.3396247
2016,.1,.5,rcp45,batch3,MIROC-ESM,high,-.0791509,.029999999,.3396247
2016,.1,.5,rcp45,batch2,MIROC-ESM,high,-.0022954394,.029999999,.3396247
2016,.1,.5,rcp45,batch12,MIROC-ESM,high,-.01052372,.029999999,.3396247
2016,.1,.5,rcp45,batch5,MIROC-ESM,high,-.0008610939,.029999999,.3396247
2016,.1,.5,rcp45,batch6,MIROC-ESM,high,.040236425,.029999999,.3396247
2016,.1,.5,rcp45,batch0,MIROC-ESM,low,.0016920228,.029999999,.3396247
2016,.1,.5,rcp45,batch10,MIROC-ESM,high,-.0028711854,.029999999,.3396247
2016,.1,.5,rcp45,batch1,MIROC-ESM,high,-.0009976924,.029999999,.3396247
2016,.1,.5,rcp45,batch14,MIROC-ESM,low,.01415614,.029999999,.3396247
2016,.1,.5,rcp45,batch1,MIROC-ESM,low,.010704703,.029999999,.3396247
2016,.1,.5,rcp45,batch13,MIROC-ESM,low,.062533485,.029999999,.3396247
2016,.1,.5,rcp45,batch4,MIROC-ESM,low,-.060758655,.029999999,.3396247
2016,.1,.5,rcp45,batch7,MIROC-ESM,high,.043845997,.029999999,.3396247
2016,.1,.5,rcp45,batch7,MIROC-ESM,low,.033009177,.029999999,.3396247
2016,.1,.5,rcp45,batch11,MIROC-ESM,low,.012360214,.029999999,.3396247
2016,.1,.5,rcp45,batch4,MIROC-ESM,high,-.0026031882,.029999999,.3396247
2016,.1,.5,rcp45,batch10,MIROC-ESM,low,.012298791,.029999999,.3396247
2016,.1,.5,rcp45,batch2,MIROC-ESM,low,.07118403,.029999999,.3396247
2016,.1,.5,rcp45,batch9,MIROC-ESM,low,.023045452,.029999999,.3396247
2016,.1,.5,rcp45,batch12,MIROC-ESM,low,.027038462,.029999999,.3396247
2016,.1,.5,rcp45,batch9,MIROC-ESM,high,.0015720576,.029999999,.3396247
2016,.1,.5,rcp85,batch4,MIROC-ESM,low,.073868894,.039999999,.34521168
2016,.1,.5,rcp85,batch6,MIROC-ESM,low,-.0016476918,.039999999,.34521168
2016,.1,.5,rcp85,batch12,MIROC-ESM,high,.03030837,.039999999,.34521168
2016,.1,.5,rcp85,batch9,MIROC-ESM,low,-.022356173,.039999999,.34521168
2016,.1,.5,rcp85,batch0,MIROC-ESM,high,.01784325,.039999999,.34521168
2016,.1,.5,rcp85,batch1,MIROC-ESM,high,.016225917,.039999999,.34521168
2016,.1,.5,rcp85,batch4,MIROC-ESM,high,-.08378394,.039999999,.34521168
2016,.1,.5,rcp85,batch1,MIROC-ESM,low,.20175502,.039999999,.34521168
2016,.1,.5,rcp85,batch13,MIROC-ESM,low,.032786231,.039999999,.34521168
2016,.1,.5,rcp85,batch5,MIROC-ESM,high,.056149266,.039999999,.34521168
2016,.1,.5,rcp85,batch8,MIROC-ESM,high,.046555955,.039999999,.34521168
2016,.1,.5,rcp85,batch11,MIROC-ESM,low,.04928309,.039999999,.34521168
2016,.1,.5,rcp85,batch3,MIROC-ESM,high,.027407794,.039999999,.34521168
2016,.1,.5,rcp85,batch6,MIROC-ESM,high,.03448519,.039999999,.34521168
2016,.1,.5,rcp85,batch10,MIROC-ESM,low,.061627023,.039999999,.34521168
2016,.1,.5,rcp85,batch7,MIROC-ESM,high,.033284833,.039999999,.34521168
2016,.1,.5,rcp85,batch7,MIROC-ESM,low,.13133167,.039999999,.34521168
2016,.1,.5,rcp85,batch14,MIROC-ESM,high,-.039383777,.039999999,.34521168
2016,.1,.5,rcp85,batch8,MIROC-ESM,low,-.04187163,.039999999,.34521168
2016,.1,.5,rcp85,batch2,MIROC-ESM,high,.03723621,.039999999,.34521168
2016,.1,.5,rcp85,batch9,MIROC-ESM,high,-.014838457,.039999999,.34521168
2016,.1,.5,rcp85,batch11,MIROC-ESM,high,-.01507884,.039999999,.34521168
2016,.1,.5,rcp85,batch0,MIROC-ESM,low,.09171729,.039999999,.34521168
2016,.1,.5,rcp85,batch10,MIROC-ESM,high,.003730473,.039999999,.34521168
2016,.1,.5,rcp85,batch12,MIROC-ESM,low,.14911481,.039999999,.34521168
2016,.1,.5,rcp85,batch3,MIROC-ESM,low,-.010660319,.039999999,.34521168
2016,.1,.5,rcp85,batch13,MIROC-ESM,high,.15804226,.039999999,.34521168
2016,.1,.5,rcp85,batch14,MIROC-ESM,low,-.027442037,.039999999,.34521168
2016,.1,.5,rcp85,batch5,MIROC-ESM,low,-.11368598,.039999999,.34521168
2016,.1,.5,rcp85,batch2,MIROC-ESM,low,-.0264074,.039999999,.34521168
2016,.1,.5,rcp45,batch0,MIROC-ESM-CHEM,low,.110356,.029999999,.34872285
2016,.1,.5,rcp45,batch1,MIROC-ESM-CHEM,high,.08591625,.029999999,.34872285
2016,.1,.5,rcp45,batch7,MIROC-ESM-CHEM,high,-.051699814,.029999999,.34872285
2016,.1,.5,rcp45,batch5,MIROC-ESM-CHEM,low,-.040007987,.029999999,.34872285
2016,.1,.5,rcp45,batch12,MIROC-ESM-CHEM,low,.07233464,.029999999,.34872285
2016,.1,.5,rcp45,batch0,MIROC-ESM-CHEM,high,.015064216,.029999999,.34872285
2016,.1,.5,rcp45,batch10,MIROC-ESM-CHEM,low,.00548805,.029999999,.34872285
2016,.1,.5,rcp45,batch8,MIROC-ESM-CHEM,high,.07861521,.029999999,.34872285
2016,.1,.5,rcp45,batch1,MIROC-ESM-CHEM,low,.013081854,.029999999,.34872285
2016,.1,.5,rcp45,batch3,MIROC-ESM-CHEM,low,.065839403,.029999999,.34872285
2016,.1,.5,rcp45,batch11,MIROC-ESM-CHEM,low,-.018399775,.029999999,.34872285
2016,.1,.5,rcp45,batch10,MIROC-ESM-CHEM,high,.013940756,.029999999,.34872285
2016,.1,.5,rcp45,batch11,MIROC-ESM-CHEM,high,.125227704,.029999999,.34872285
2016,.1,.5,rcp45,batch8,MIROC-ESM-CHEM,low,-.16393878,.029999999,.34872285
2016,.1,.5,rcp45,batch7,MIROC-ESM-CHEM,low,-.11152933,.029999999,.34872285
2016,.1,.5,rcp45,batch2,MIROC-ESM-CHEM,high,-.18336835,.029999999,.34872285
2016,.1,.5,rcp45,batch6,MIROC-ESM-CHEM,low,.06253585,.029999999,.34872285
2016,.1,.5,rcp45,batch14,MIROC-ESM-CHEM,high,.08050354,.029999999,.34872285
2016,.1,.5,rcp45,batch12,MIROC-ESM-CHEM,high,.04845362,.029999999,.34872285
2016,.1,.5,rcp45,batch9,MIROC-ESM-CHEM,high,.032605436,.029999999,.34872285
2016,.1,.5,rcp45,batch9,MIROC-ESM-CHEM,low,-.05100578,.029999999,.34872285
2016,.1,.5,rcp45,batch6,MIROC-ESM-CHEM,high,.1240887,.029999999,.34872285
2016,.1,.5,rcp45,batch5,MIROC-ESM-CHEM,high,.04590782,.029999999,.34872285
2016,.1,.5,rcp45,batch2,MIROC-ESM-CHEM,low,.02968395,.029999999,.34872285
2016,.1,.5,rcp45,batch4,MIROC-ESM-CHEM,high,.05005529,.029999999,.34872285
2016,.1,.5,rcp45,batch3,MIROC-ESM-CHEM,high,.04593225,.029999999,.34872285
2016,.1,.5,rcp45,batch13,MIROC-ESM-CHEM,low,.08965307,.029999999,.34872285
2016,.1,.5,rcp45,batch13,MIROC-ESM-CHEM,high,-.04751947,.029999999,.34872285
2016,.1,.5,rcp45,batch14,MIROC-ESM-CHEM,low,.07901057,.029999999,.34872285
2016,.1,.5,rcp45,batch4,MIROC-ESM-CHEM,low,.045164,.029999999,.34872285
2016,.1,.5,rcp85,batch1,MIROC-ESM-CHEM,high,.07715289,.039999999,.43668017
2016,.1,.5,rcp85,batch14,MIROC-ESM-CHEM,low,.019313828,.039999999,.43668017
2016,.1,.5,rcp85,batch13,MIROC-ESM-CHEM,low,.011000245,.039999999,.43668017
2016,.1,.5,rcp85,batch6,MIROC-ESM-CHEM,low,-.2560633,.039999999,.43668017
2016,.1,.5,rcp85,batch1,MIROC-ESM-CHEM,low,.033863148,.039999999,.43668017
2016,.1,.5,rcp85,batch5,MIROC-ESM-CHEM,high,-.021869306,.039999999,.43668017
2016,.1,.5,rcp85,batch7,MIROC-ESM-CHEM,high,.05282092,.039999999,.43668017
2016,.1,.5,rcp85,batch4,MIROC-ESM-CHEM,high,.07218128,.039999999,.43668017
2016,.1,.5,rcp85,batch3,MIROC-ESM-CHEM,low,.077313335,.039999999,.43668017
2016,.1,.5,rcp85,batch9,MIROC-ESM-CHEM,low,-.012506495,.039999999,.43668017
2016,.1,.5,rcp85,batch0,MIROC-ESM-CHEM,high,-.065924874,.039999999,.43668017
2016,.1,.5,rcp85,batch11,MIROC-ESM-CHEM,high,.066043896,.039999999,.43668017
2016,.1,.5,rcp85,batch6,MIROC-ESM-CHEM,high,-.00016358224,.039999999,.43668017
2016,.1,.5,rcp85,batch4,MIROC-ESM-CHEM,low,.14670058,.039999999,.43668017
2016,.1,.5,rcp85,batch10,MIROC-ESM-CHEM,low,.22836675,.039999999,.43668017
2016,.1,.5,rcp85,batch8,MIROC-ESM-CHEM,high,.0659348,.039999999,.43668017
2016,.1,.5,rcp85,batch12,MIROC-ESM-CHEM,high,-.053876044,.039999999,.43668017
2016,.1,.5,rcp85,batch2,MIROC-ESM-CHEM,low,-.19384279,.039999999,.43668017
2016,.1,.5,rcp85,batch0,MIROC-ESM-CHEM,low,-.016931586,.039999999,.43668017
2016,.1,.5,rcp85,batch9,MIROC-ESM-CHEM,high,.013803043,.039999999,.43668017
2016,.1,.5,rcp85,batch11,MIROC-ESM-CHEM,low,.20809422,.039999999,.43668017
2016,.1,.5,rcp85,batch14,MIROC-ESM-CHEM,high,.007666924,.039999999,.43668017
2016,.1,.5,rcp85,batch10,MIROC-ESM-CHEM,high,.026563686,.039999999,.43668017
2016,.1,.5,rcp85,batch3,MIROC-ESM-CHEM,high,.06228125,.039999999,.43668017
2016,.1,.5,rcp85,batch2,MIROC-ESM-CHEM,high,.06233321,.039999999,.43668017
2016,.1,.5,rcp85,batch5,MIROC-ESM-CHEM,low,.12534449,.039999999,.43668017
2016,.1,.5,rcp85,batch7,MIROC-ESM-CHEM,low,.025303587,.039999999,.43668017
2016,.1,.5,rcp85,batch12,MIROC-ESM-CHEM,low,-.027927319,.039999999,.43668017
2016,.1,.5,rcp85,batch13,MIROC-ESM-CHEM,high,-.115929055,.039999999,.43668017
2016,.1,.5,rcp85,batch8,MIROC-ESM-CHEM,low,.053096382,.039999999,.43668017
2016,.1,.5,rcp45,batch5,MIROC5,low,.12634097,.026699999,.18021557
2016,.1,.5,rcp45,batch8,MIROC5,low,.11403433,.026699999,.18021557
2016,.1,.5,rcp45,batch1,MIROC5,high,.014800603,.026699999,.18021557
2016,.1,.5,rcp45,batch14,MIROC5,high,.0563874,.026699999,.18021557
2016,.1,.5,rcp45,batch11,MIROC5,high,.066559386,.026699999,.18021557
2016,.1,.5,rcp45,batch8,MIROC5,high,.08543547,.026699999,.18021557
2016,.1,.5,rcp45,batch3,MIROC5,low,.017445444,.026699999,.18021557
2016,.1,.5,rcp45,batch6,MIROC5,high,.10715915,.026699999,.18021557
2016,.1,.5,rcp45,batch10,MIROC5,low,.16676916,.026699999,.18021557
2016,.1,.5,rcp45,batch12,MIROC5,low,.022144983,.026699999,.18021557
2016,.1,.5,rcp45,batch13,MIROC5,low,.02372571,.026699999,.18021557
2016,.1,.5,rcp45,batch11,MIROC5,low,-.032949062,.026699999,.18021557
2016,.1,.5,rcp45,batch7,MIROC5,high,.049146905,.026699999,.18021557
2016,.1,.5,rcp45,batch4,MIROC5,low,.2612703,.026699999,.18021557
2016,.1,.5,rcp45,batch9,MIROC5,high,.129393295,.026699999,.18021557
2016,.1,.5,rcp45,batch14,MIROC5,low,-.038765634,.026699999,.18021557
2016,.1,.5,rcp45,batch3,MIROC5,high,-.06902845,.026699999,.18021557
2016,.1,.5,rcp45,batch2,MIROC5,low,.01076301,.026699999,.18021557
2016,.1,.5,rcp45,batch5,MIROC5,high,.02120361,.026699999,.18021557
2016,.1,.5,rcp45,batch2,MIROC5,high,.11333989,.026699999,.18021557
2016,.1,.5,rcp45,batch0,MIROC5,high,.07753127,.026699999,.18021557
2016,.1,.5,rcp45,batch10,MIROC5,high,.108312,.026699999,.18021557
2016,.1,.5,rcp45,batch6,MIROC5,low,.0350498,.026699999,.18021557
2016,.1,.5,rcp45,batch1,MIROC5,low,-.054101385,.026699999,.18021557
2016,.1,.5,rcp45,batch12,MIROC5,high,.11043309,.026699999,.18021557
2016,.1,.5,rcp45,batch4,MIROC5,high,.06957389,.026699999,.18021557
2016,.1,.5,rcp45,batch13,MIROC5,high,-.0013707018,.026699999,.18021557
2016,.1,.5,rcp45,batch9,MIROC5,low,.17641112,.026699999,.18021557
2016,.1,.5,rcp45,batch7,MIROC5,low,-.010079908,.026699999,.18021557
2016,.1,.5,rcp45,batch0,MIROC5,low,.18565915,.026699999,.18021557
2016,.1,.5,rcp85,batch4,MIROC5,high,-.06703024,.0229,.23627257
2016,.1,.5,rcp85,batch4,MIROC5,low,-.016004013,.0229,.23627257
2016,.1,.5,rcp85,batch9,MIROC5,high,-.08376507,.0229,.23627257
2016,.1,.5,rcp85,batch12,MIROC5,low,-.13479752,.0229,.23627257
2016,.1,.5,rcp85,batch1,MIROC5,high,-.1487121,.0229,.23627257
2016,.1,.5,rcp85,batch12,MIROC5,high,-.01071244,.0229,.23627257
2016,.1,.5,rcp85,batch6,MIROC5,high,-.016255226,.0229,.23627257
2016,.1,.5,rcp85,batch13,MIROC5,low,-.037760573,.0229,.23627257
2016,.1,.5,rcp85,batch10,MIROC5,high,-.0828205,.0229,.23627257
2016,.1,.5,rcp85,batch13,MIROC5,high,-.029990124,.0229,.23627257
2016,.1,.5,rcp85,batch2,MIROC5,low,-.020349264,.0229,.23627257
2016,.1,.5,rcp85,batch14,MIROC5,high,-.03088955,.0229,.23627257
2016,.1,.5,rcp85,batch0,MIROC5,low,-.10493477,.0229,.23627257
2016,.1,.5,rcp85,batch14,MIROC5,low,-.068359545,.0229,.23627257
2016,.1,.5,rcp85,batch11,MIROC5,high,-.064308543,.0229,.23627257
2016,.1,.5,rcp85,batch7,MIROC5,high,-.046167204,.0229,.23627257
2016,.1,.5,rcp85,batch5,MIROC5,high,-.127165415,.0229,.23627257
2016,.1,.5,rcp85,batch8,MIROC5,low,-.08800062,.0229,.23627257
2016,.1,.5,rcp85,batch7,MIROC5,low,-.004230657,.0229,.23627257
2016,.1,.5,rcp85,batch1,MIROC5,low,-.024731386,.0229,.23627257
2016,.1,.5,rcp85,batch0,MIROC5,high,.061840323,.0229,.23627257
2016,.1,.5,rcp85,batch8,MIROC5,high,.035641287,.0229,.23627257
2016,.1,.5,rcp85,batch3,MIROC5,high,-.07730543,.0229,.23627257
2016,.1,.5,rcp85,batch10,MIROC5,low,-.06907403,.0229,.23627257
2016,.1,.5,rcp85,batch3,MIROC5,low,-.0049196073,.0229,.23627257
2016,.1,.5,rcp85,batch2,MIROC5,high,.00579497,.0229,.23627257
2016,.1,.5,rcp85,batch11,MIROC5,low,-.007130616,.0229,.23627257
2016,.1,.5,rcp85,batch9,MIROC5,low,-.04972893,.0229,.23627257
2016,.1,.5,rcp85,batch6,MIROC5,low,-.16201451,.0229,.23627257
2016,.1,.5,rcp85,batch5,MIROC5,low,-.16138519,.0229,.23627257
2016,.1,.5,rcp45,batch7,MPI-ESM-LR,low,.30925816,.026699999,.25121266
2016,.1,.5,rcp45,batch5,MPI-ESM-LR,low,.0891655,.026699999,.25121266
2016,.1,.5,rcp45,batch9,MPI-ESM-LR,high,.095735456,.026699999,.25121266
