var_type,year,pctile,cons,beta1,beta2,anomalymin,anomalymax
"value",2132,.3,.2555192,-.0531693,.2382075,0,11
"value",2133,.3,.2552578,-.0494302,.2390096,0,11
"value",2134,.3,.2549965,-.0456911,.2398117,0,11
"value",2135,.3,.2547352,-.041952,.2406137,0,11
"value",2136,.3,.2544738,-.0382128,.2414158,0,11
"value",2137,.3,.2542125,-.0344737,.2422178,0,11
"value",2138,.3,.2539511,-.0307346,.2430199,0,11
"value",2139,.3,.2536898,-.0269955,.243822,0,11
"value",2140,.3,.2534284,-.0232564,.244624,0,11
"value",2141,.3,.2531671,-.0195173,.2454261,0,11
"value",2142,.3,.2529057,-.0157781,.2462281,0,11
"value",2143,.3,.2526444,-.012039,.2470302,0,11
"value",2144,.3,.252383,-.0082999,.2478323,0,11
"value",2145,.3,.2521217,-.0045608,.2486343,0,11
"value",2146,.3,.2518603,-.0008217,.2494364,0,11
"value",2147,.3,.251599,.0029174,.2502384,0,11
"value",2148,.3,.2513376,.0066566,.2510405,0,11
"value",2149,.3,.2510763,.0103957,.2518426,0,11
"value",2150,.3,.2508149,.0141348,.2526447,0,11
"value",2151,.3,.2505535,.0178739,.2534467,0,11
"value",2152,.3,.2502922,.021613,.2542488,0,11
"value",2153,.3,.2500308,.0253521,.2550508,0,11
"value",2154,.3,.2497695,.0290913,.2558529,0,11
"value",2155,.3,.2495082,.0328304,.2566549,0,11
"value",2156,.3,.2492468,.0365695,.257457,0,11
"value",2157,.3,.2489855,.0403086,.2582591,0,11
"value",2158,.3,.2487241,.0440477,.2590612,0,11
"value",2159,.3,.2484628,.0477868,.2598632,0,11
"value",2160,.3,.2482014,.051526,.2606653,0,11
"value",2161,.3,.24794,.0552651,.2614673,0,11
"value",2162,.3,.2476787,.0590042,.2622694,0,11
"value",2163,.3,.2474173,.0627433,.2630714,0,11
"value",2164,.3,.247156,.0664824,.2638735,0,11
"value",2165,.3,.2468946,.0702215,.2646756,0,11
"value",2166,.3,.2466333,.0739607,.2654776,0,11
"value",2167,.3,.2463719,.0776998,.2662797,0,11
"value",2168,.3,.2461106,.0814389,.2670818,0,11
"value",2169,.3,.2458493,.085178,.2678838,0,11
"value",2170,.3,.2455879,.0889171,.2686859,0,11
"value",2171,.3,.2453265,.0926562,.2694879,0,11
"value",2172,.3,.2450652,.0963954,.27029,0,11
"value",2173,.3,.2448038,.1001345,.2710921,0,11
"value",2174,.3,.2445425,.1038736,.2718941,0,11
"value",2175,.3,.2442811,.1076127,.2726962,0,11
"value",2176,.3,.2440198,.1113518,.2734983,0,11
"value",2177,.3,.2437584,.1150909,.2743003,0,11
"value",2178,.3,.2434971,.1188301,.2751024,0,11
"value",2179,.3,.2432357,.1225692,.2759044,0,11
"value",2180,.3,.2429744,.1263083,.2767065,0,11
"value",2181,.3,.242713,.1300474,.2775086,0,11
"value",2182,.3,.2424517,.1337865,.2783106,0,11
"value",2183,.3,.2421903,.1375256,.2791127,0,11
"value",2184,.3,.241929,.1412648,.2799148,0,11
"value",2185,.3,.2416676,.1450039,.2807168,0,11
"value",2186,.3,.2414063,.148743,.2815189,0,11
"value",2187,.3,.2411449,.1524821,.2823209,0,11
"value",2188,.3,.2408836,.1562212,.283123,0,11
"value",2189,.3,.2406222,.1599603,.2839251,0,11
"value",2190,.3,.2403609,.1636995,.2847271,0,11
"value",2191,.3,.2400995,.1674386,.2855292,0,11
"value",2192,.3,.2398382,.1711777,.2863313,0,11
"value",2193,.3,.2395768,.1749168,.2871333,0,11
"value",2194,.3,.2393155,.1786559,.2879354,0,11
"value",2195,.3,.2390541,.1823951,.2887374,0,11
"value",2196,.3,.2387928,.1861342,.2895395,0,11
"value",2197,.3,.2385314,.1898733,.2903416,0,11
"value",2198,.3,.2382701,.1936124,.2911436,0,11
"value",2199,.3,.2380087,.1973515,.2919457,0,11
"value",2200,.3,.2377474,.2010906,.2927478,0,11
"value",2201,.3,.237486,.2048298,.2935498,0,11
"value",2202,.3,.2372247,.2085689,.2943519,0,11
"value",2203,.3,.2369633,.212308,.2951539,0,11
"value",2204,.3,.236702,.2160471,.295956,0,11
"value",2205,.3,.2364406,.2197862,.2967581,0,11
"value",2206,.3,.2361793,.2235253,.2975601,0,11
"value",2207,.3,.2359179,.2272644,.2983622,0,11
"value",2208,.3,.2356566,.2310036,.2991643,0,11
"value",2209,.3,.2353952,.2347427,.2999663,0,11
"value",2210,.3,.2351339,.2384818,.3007684,0,11
"value",2211,.3,.2348725,.2422209,.3015704,0,11
"value",2212,.3,.2346112,.24596,.3023725,0,11
"value",2213,.3,.2343498,.2496992,.3031746,0,11
"value",2214,.3,.2340885,.2534383,.3039766,0,11
"value",2215,.3,.2338271,.2571774,.3047787,0,11
"value",2216,.3,.2335658,.2609165,.3055807,0,11
"value",2217,.3,.2333044,.2646556,.3063828,0,11
"value",2218,.3,.2330431,.2683947,.3071849,0,11
"value",2219,.3,.2327817,.2721339,.3079869,0,11
"value",2220,.3,.2325204,.275873,.308789,0,11
"value",2221,.3,.232259,.2796121,.3095911,0,11
"value",2222,.3,.2319977,.2833512,.3103931,0,11
"value",2223,.3,.2317363,.2870903,.3111952,0,11
"value",2224,.3,.231475,.2908294,.3119972,0,11
"value",2225,.3,.2312136,.2945686,.3127993,0,11
"value",2226,.3,.2309523,.2983077,.3136014,0,11
"value",2227,.3,.2306909,.3020468,.3144034,0,11
"value",2228,.3,.2304296,.3057859,.3152055,0,11
"value",2229,.3,.2301682,.309525,.3160076,0,11
"value",2230,.3,.2299069,.3132641,.3168096,0,11
"value",2231,.3,.2296455,.3170033,.3176117,0,11
"value",2232,.3,.2293842,.3207424,.3184137,0,11
"value",2233,.3,.2291228,.3244815,.3192158,0,11
"value",2234,.3,.2288615,.3282206,.3200179,0,11
"value",2235,.3,.2286001,.3319597,.3208199,0,11
"value",2236,.3,.2283388,.3356988,.321622,0,11
"value",2237,.3,.2280774,.339438,.3224241,0,11
"value",2238,.3,.2278161,.3431771,.3232261,0,11
"value",2239,.3,.2275547,.3469162,.3240282,0,11
"value",2240,.3,.2272934,.3506553,.3248302,0,11
"value",2241,.3,.227032,.3543944,.3256323,0,11
"value",2242,.3,.2267707,.3581336,.3264344,0,11
"value",2243,.3,.2265093,.3618727,.3272364,0,11
"value",2244,.3,.226248,.3656118,.3280385,0,11
"value",2245,.3,.2259866,.3693509,.3288406,0,11
"value",2246,.3,.2257253,.37309,.3296426,0,11
"value",2247,.3,.2254639,.3768291,.3304447,0,11
"value",2248,.3,.2252026,.3805682,.3312467,0,11
"value",2249,.3,.2249412,.3843074,.3320488,0,11
"value",2250,.3,.2246799,.3880465,.3328509,0,11
"value",2251,.3,.2244185,.3917856,.3336529,0,11
"value",2252,.3,.2241572,.3955247,.334455,0,11
"value",2253,.3,.2238958,.3992638,.3352571,0,11
"value",2254,.3,.2236345,.4030029,.3360591,0,11
"value",2255,.3,.2233731,.4067421,.3368612,0,11
"value",2256,.3,.2231118,.4104812,.3376632,0,11
"value",2257,.3,.2228504,.4142203,.3384653,0,11
"value",2258,.3,.2225891,.4179594,.3392674,0,11
"value",2259,.3,.2223277,.4216985,.3400694,0,11
"value",2260,.3,.2220664,.4254377,.3408715,0,11
"value",2261,.3,.221805,.4291768,.3416736,0,11
"value",2262,.3,.2215437,.4329159,.3424756,0,11
"value",2263,.3,.2212823,.436655,.3432777,0,11
"value",2264,.3,.221021,.4403941,.3440797,0,11
"value",2265,.3,.2207596,.4441332,.3448818,0,11
"value",2266,.3,.2204983,.4478723,.3456838,0,11
"value",2267,.3,.2202369,.4516115,.3464859,0,11
"value",2268,.3,.2199756,.4553506,.347288,0,11
"value",2269,.3,.2197142,.4590897,.3480901,0,11
"value",2270,.3,.2194529,.4628288,.3488921,0,11
"value",2271,.3,.2191915,.4665679,.3496942,0,11
"value",2272,.3,.2189302,.4703071,.3504962,0,11
"value",2273,.3,.2186688,.4740462,.3512983,0,11
"value",2274,.3,.2184075,.4777853,.3521003,0,11
"value",2275,.3,.2181461,.4815244,.3529024,0,11
"value",2276,.3,.2178847,.4852635,.3537045,0,11
"value",2277,.3,.2176234,.4890026,.3545066,0,11
"value",2278,.3,.2173621,.4927418,.3553086,0,11
"value",2279,.3,.2171007,.4964809,.3561107,0,11
"value",2280,.3,.2168394,.50022,.3569127,0,11
"value",2281,.3,.216578,.5039591,.3577148,0,11
"value",2282,.3,.2163167,.5076982,.3585168,0,11
"value",2283,.3,.2160553,.5114374,.3593189,0,11
"value",2284,.3,.215794,.5151765,.360121,0,11
"value",2285,.3,.2155326,.5189156,.360923,0,11
"value",2286,.3,.2152712,.5226547,.3617251,0,11
"value",2287,.3,.2150099,.5263938,.3625272,0,11
"value",2288,.3,.2147485,.5301329,.3633292,0,11
"value",2289,.3,.2144872,.5338721,.3641313,0,11
"value",2290,.3,.2142258,.5376112,.3649333,0,11
"value",2291,.3,.2139645,.5413502,.3657354,0,11
"value",2292,.3,.2137032,.5450894,.3665375,0,11
"value",2293,.3,.2134418,.5488285,.3673395,0,11
"value",2294,.3,.2131805,.5525676,.3681416,0,11
"value",2295,.3,.2129191,.5563067,.3689437,0,11
"value",2296,.3,.2126577,.5600458,.3697457,0,11
"value",2297,.3,.2123964,.563785,.3705478,0,11
"value",2298,.3,.212135,.5675241,.3713498,0,11
"value",2299,.3,.2118737,.5712632,.3721519,0,11
"value",2300,.3,.2116123,.5750023,.372954,0,11
"value",2015,.35,.0011943,-.088687,.1127919,.0913345,.4047082
"value",2016,.35,-.005733,-.0043769,-.0773823,.1043945,.452688
"value",2017,.35,-.0238169,.1455425,-.371812,.1150177,.4898569
"value",2018,.35,-.0163493,.0940753,-.2890643,.1313385,.5439752
"value",2019,.35,-.0235116,.1312089,-.3273501,.1356659,.5908411
"value",2020,.35,-.0011401,-.0073791,-.1153268,.1499573,.6357951
"value",2021,.35,.0243614,-.1521912,.1074751,.1627564,.6857845
"value",2022,.35,.0347434,-.1534666,.0872785,.185022,.7193935
"value",2023,.35,.0389612,-.1510959,.090184,.2035401,.7588283
"value",2024,.35,.0419848,-.1313601,.0753337,.2167926,.8046947
"value",2025,.35,.052643,-.1855372,.1501225,.2303988,.8440318
"value",2026,.35,.0402204,-.1234528,.0724167,.25,.8832209
"value",2027,.35,.0250609,-.0517386,.0095085,.27,.9260995
"value",2028,.35,.0237374,-.0529894,.0264908,.2737382,.983
"value",2029,.35,.0462702,-.1417835,.1023238,.2793244,1.043
"value",2030,.35,.067798,-.2036176,.1405792,.296344,1.103
"value",2031,.35,.0707866,-.2049967,.1574427,.3052537,1.173
"value",2032,.35,.0723334,-.1846103,.140802,.3230438,1.233
"value",2033,.35,.0859631,-.2351097,.1774462,.34,1.303
"value",2034,.35,.0512711,-.1141529,.0893025,.3436951,1.363
"value",2035,.35,.0083913,-.0116622,.0439829,.3410126,1.443
"value",2036,.35,.0173918,-.0442353,.0668095,.3475724,1.513
"value",2037,.35,.0360078,-.0922399,.0946431,.3653474,1.593
"value",2038,.35,.0167162,-.0331788,.0671077,.3843217,1.663
"value",2039,.35,.0065451,.0121071,.0440941,.4037126,1.733
"value",2040,.35,.0592656,-.0933493,.0928067,.4052308,1.813
"value",2041,.35,.0711761,-.0967946,.0889441,.4187425,1.893
"value",2042,.35,.0824645,-.0959354,.0913394,.4325287,1.983
"value",2043,.35,.1450616,-.211596,.1443392,.46,2.073
"value",2044,.35,.1375282,-.1967384,.1419667,.47,2.173
"value",2045,.35,.1123404,-.1372392,.119596,.48,2.273
"value",2046,.35,.1392964,-.1841632,.1449087,.49,2.353
"value",2047,.35,.1165161,-.142938,.1319734,.5,2.443
"value",2048,.35,.1210406,-.150088,.1378815,.51,2.533
"value",2049,.35,.0965788,-.1074177,.126549,.52,2.623
"value",2050,.35,.1339091,-.1648576,.1490431,.53,2.703
"value",2051,.35,.1557049,-.1825839,.156913,.54,2.783
"value",2052,.35,.1757705,-.1917744,.1545076,.55,2.863
"value",2053,.35,.1989489,-.2046883,.1588278,.56,2.983
"value",2054,.35,.2218562,-.2197054,.1622342,.57,3.083
"value",2055,.35,.1727984,-.1528008,.145055,.58,3.173
"value",2056,.35,.1511612,-.1280771,.1388173,.59,3.273
"value",2057,.35,.1774663,-.165261,.1537751,.59,3.373
"value",2058,.35,.1450533,-.132272,.1494006,.6,3.463
"value",2059,.35,.1386044,-.1159526,.1469674,.61,3.583
"value",2060,.35,.1791789,-.1524594,.1567671,.61,3.713
"value",2061,.35,.1727584,-.1356502,.1543451,.62,3.803
"value",2062,.35,.1726983,-.1135055,.1482935,.63,3.903
"value",2063,.35,.2452076,-.180126,.1609585,.63,3.993
"value",2064,.35,.2418948,-.1706089,.1580931,.64,4.123
"value",2065,.35,.2654346,-.1924336,.1659488,.64,4.263
"value",2066,.35,.314215,-.2411594,.1794205,.65,4.423
"value",2067,.35,.2884656,-.2049571,.1702972,.65,4.603
"value",2068,.35,.2392945,-.1480903,.1593055,.66,4.753
"value",2069,.35,.2166643,-.1336637,.158673,.66,4.863
"value",2070,.35,.224078,-.1422258,.163442,.66,4.983
"value",2071,.35,.1999556,-.1104217,.1546001,.67,5.093
"value",2072,.35,.1697238,-.0739205,.1482384,.67,5.203
"value",2073,.35,.2043594,-.1077744,.1592511,.67,5.313
"value",2074,.35,.2372524,-.1361014,.1666199,.67,5.423
"value",2075,.35,.2345581,-.1319049,.1690862,.68,5.553
"value",2076,.35,.2361877,-.1211386,.169368,.68,5.703
"value",2077,.35,.2177546,-.1037385,.1684997,.68,5.863
"value",2078,.35,.2037611,-.094495,.1715244,.68,6.043
"value",2079,.35,.1766307,-.0701634,.1691301,.68,6.243
"value",2080,.35,.2154076,-.107648,.1775047,.68,6.403
"value",2081,.35,.1978432,-.0966441,.179359,.68,6.573
"value",2082,.35,.22752,-.1177005,.1852991,.68,6.723
"value",2083,.35,.2381072,-.1425869,.1915133,.68,6.883
"value",2084,.35,.2764902,-.1601245,.1959475,.68,7.033
"value",2085,.35,.2483438,-.1414799,.1941513,.68,7.183
"value",2086,.35,.2547503,-.1440275,.1945661,.68,7.303
"value",2087,.35,.2916568,-.1775199,.2020838,.68,7.433
"value",2088,.35,.3034298,-.1749962,.2027751,.69,7.553
"value",2089,.35,.290251,-.1704647,.2036498,.69,7.773
"value",2090,.35,.3434403,-.2044225,.2111664,.69,7.902999
"value",2091,.35,.3288456,-.2001087,.213566,.69,8.033
"value",2092,.35,.3202095,-.1992831,.2154574,.69,8.163
"value",2093,.35,.3375319,-.216991,.2209529,.69,8.283
"value",2094,.35,.3538377,-.2184513,.222167,.69,8.403
"value",2095,.35,.3302333,-.2021539,.2200836,.69,8.513
"value",2096,.35,.3032145,-.1699023,.216776,.69,8.653
"value",2097,.35,.3021266,-.165188,.2193132,.69,8.873
"value",2098,.35,.2666524,-.1337161,.2135388,.69,9.073
"value",2099,.35,.2651025,-.1427757,.2180153,.69,9.243
"value",2100,.35,.3194587,-.1765035,.2263998,0,11
"value",2101,.35,.3221758,-.1768796,.2283415,0,11
"value",2102,.35,.3248928,-.1772557,.2302832,0,11
"value",2103,.35,.3276099,-.1776318,.232225,0,11
"value",2104,.35,.330327,-.1780079,.2341667,0,11
"value",2105,.35,.3330441,-.178384,.2361084,0,11
"value",2106,.35,.3357611,-.1787601,.2380501,0,11
"value",2107,.35,.3384782,-.1791362,.2399918,0,11
"value",2108,.35,.3411952,-.1795122,.2419335,0,11
"value",2109,.35,.3439123,-.1798884,.2438752,0,11
"value",2110,.35,.3466294,-.1802644,.2458169,0,11
"value",2111,.35,.3493464,-.1806405,.2477587,0,11
"value",2112,.35,.3520635,-.1810166,.2497004,0,11
"value",2113,.35,.3547806,-.1813927,.2516421,0,11
"value",2114,.35,.3574976,-.1817688,.2535838,0,11
"value",2115,.35,.3602147,-.1821449,.2555255,0,11
"value",2116,.35,.3629317,-.182521,.2574672,0,11
"value",2117,.35,.3656488,-.1828971,.2594089,0,11
"value",2118,.35,.3683659,-.1832732,.2613506,0,11
"value",2119,.35,.3710829,-.1836493,.2632923,0,11
"value",2120,.35,.3738,-.1840254,.2652341,0,11
"value",2121,.35,.3765171,-.1844015,.2671758,0,11
"value",2122,.35,.3792341,-.1847776,.2691175,0,11
"value",2123,.35,.3819512,-.1851537,.2710592,0,11
"value",2124,.35,.3846682,-.1855298,.2730009,0,11
"value",2125,.35,.3873853,-.1859059,.2749426,0,11
"value",2126,.35,.3901024,-.186282,.2768843,0,11
"value",2127,.35,.3928194,-.1866581,.2788261,0,11
"value",2128,.35,.3955365,-.1870342,.2807678,0,11
"value",2129,.35,.3982536,-.1874103,.2827095,0,11
"value",2130,.35,.4009706,-.1877864,.2846512,0,11
"value",2131,.35,.4036877,-.1881624,.2865929,0,11
"value",2132,.35,.4064047,-.1885386,.2885346,0,11
"value",2133,.35,.4091218,-.1889146,.2904763,0,11
"value",2134,.35,.4118389,-.1892907,.292418,0,11
"value",2135,.35,.4145559,-.1896668,.2943597,0,11
"value",2136,.35,.417273,-.1900429,.2963015,0,11
"value",2137,.35,.4199901,-.190419,.2982432,0,11
"value",2138,.35,.4227071,-.1907951,.3001849,0,11
"value",2139,.35,.4254242,-.1911712,.3021266,0,11
"value",2140,.35,.4281413,-.1915473,.3040683,0,11
"value",2141,.35,.4308583,-.1919234,.30601,0,11
"value",2142,.35,.4335754,-.1922995,.3079517,0,11
"value",2143,.35,.4362924,-.1926756,.3098935,0,11
"value",2144,.35,.4390095,-.1930517,.3118352,0,11
"value",2145,.35,.4417266,-.1934278,.3137769,0,11
"value",2146,.35,.4444436,-.1938039,.3157186,0,11
"value",2147,.35,.4471607,-.19418,.3176603,0,11
"value",2148,.35,.4498778,-.1945561,.319602,0,11
"value",2149,.35,.4525948,-.1949322,.3215437,0,11
"value",2150,.35,.4553119,-.1953083,.3234854,0,11
"value",2151,.35,.4580289,-.1956844,.3254271,0,11
"value",2152,.35,.460746,-.1960605,.3273689,0,11
"value",2153,.35,.4634631,-.1964366,.3293106,0,11
"value",2154,.35,.4661801,-.1968126,.3312523,0,11
"value",2155,.35,.4688972,-.1971887,.333194,0,11
"value",2156,.35,.4716143,-.1975648,.3351357,0,11
"value",2157,.35,.4743313,-.1979409,.3370774,0,11
"value",2158,.35,.4770484,-.198317,.3390191,0,11
"value",2159,.35,.4797654,-.1986931,.3409608,0,11
"value",2160,.35,.4824825,-.1990692,.3429025,0,11
"value",2161,.35,.4851996,-.1994453,.3448443,0,11
"value",2162,.35,.4879166,-.1998214,.346786,0,11
"value",2163,.35,.4906337,-.2001975,.3487277,0,11
"value",2164,.35,.4933508,-.2005736,.3506694,0,11
"value",2165,.35,.4960678,-.2009497,.3526111,0,11
"value",2166,.35,.4987849,-.2013258,.3545528,0,11
"value",2167,.35,.501502,-.2017019,.3564945,0,11
"value",2168,.35,.504219,-.202078,.3584363,0,11
"value",2169,.35,.5069361,-.2024541,.360378,0,11
"value",2170,.35,.5096532,-.2028302,.3623197,0,11
"value",2171,.35,.5123702,-.2032063,.3642614,0,11
"value",2172,.35,.5150872,-.2035824,.3662031,0,11
"value",2173,.35,.5178043,-.2039585,.3681448,0,11
"value",2174,.35,.5205214,-.2043346,.3700865,0,11
"value",2175,.35,.5232385,-.2047107,.3720282,0,11
"value",2176,.35,.5259556,-.2050868,.3739699,0,11
"value",2177,.35,.5286726,-.2054628,.3759117,0,11
"value",2178,.35,.5313897,-.2058389,.3778534,0,11
"value",2179,.35,.5341067,-.206215,.3797951,0,11
"value",2180,.35,.5368238,-.2065911,.3817368,0,11
"value",2181,.35,.5395408,-.2069672,.3836785,0,11
"value",2182,.35,.5422579,-.2073433,.3856202,0,11
"value",2183,.35,.544975,-.2077194,.3875619,0,11
"value",2184,.35,.5476921,-.2080955,.3895036,0,11
"value",2185,.35,.5504091,-.2084716,.3914453,0,11
"value",2186,.35,.5531262,-.2088477,.3933871,0,11
"value",2187,.35,.5558432,-.2092238,.3953288,0,11
"value",2188,.35,.5585603,-.2095999,.3972705,0,11
"value",2189,.35,.5612773,-.209976,.3992122,0,11
"value",2190,.35,.5639944,-.2103521,.4011539,0,11
"value",2191,.35,.5667115,-.2107282,.4030956,0,11
"value",2192,.35,.5694286,-.2111043,.4050373,0,11
"value",2193,.35,.5721456,-.2114804,.4069791,0,11
"value",2194,.35,.5748627,-.2118565,.4089208,0,11
"value",2195,.35,.5775797,-.2122326,.4108625,0,11
"value",2196,.35,.5802968,-.2126087,.4128042,0,11
"value",2197,.35,.5830138,-.2129848,.4147459,0,11
"value",2198,.35,.5857309,-.2133609,.4166876,0,11
"value",2199,.35,.588448,-.213737,.4186293,0,11
"value",2200,.35,.5911651,-.214113,.420571,0,11
"value",2201,.35,.5938821,-.2144891,.4225127,0,11
"value",2202,.35,.5965992,-.2148652,.4244545,0,11
"value",2203,.35,.5993162,-.2152413,.4263962,0,11
"value",2204,.35,.6020333,-.2156174,.4283379,0,11
"value",2205,.35,.6047503,-.2159935,.4302796,0,11
"value",2206,.35,.6074674,-.2163696,.4322213,0,11
"value",2207,.35,.6101845,-.2167457,.434163,0,11
"value",2208,.35,.6129016,-.2171218,.4361047,0,11
"value",2209,.35,.6156186,-.2174979,.4380465,0,11
"value",2210,.35,.6183357,-.217874,.4399882,0,11
"value",2211,.35,.6210527,-.2182501,.4419299,0,11
"value",2212,.35,.6237698,-.2186262,.4438716,0,11
"value",2213,.35,.6264868,-.2190023,.4458133,0,11
"value",2214,.35,.6292039,-.2193784,.447755,0,11
"value",2215,.35,.631921,-.2197545,.4496967,0,11
"value",2216,.35,.6346381,-.2201306,.4516384,0,11
"value",2217,.35,.6373551,-.2205067,.4535801,0,11
"value",2218,.35,.6400722,-.2208828,.4555219,0,11
"value",2219,.35,.6427892,-.2212589,.4574636,0,11
"value",2220,.35,.6455063,-.221635,.4594053,0,11
"value",2221,.35,.6482234,-.2220111,.461347,0,11
"value",2222,.35,.6509404,-.2223871,.4632887,0,11
"value",2223,.35,.6536575,-.2227632,.4652304,0,11
"value",2224,.35,.6563746,-.2231393,.4671721,0,11
"value",2225,.35,.6590917,-.2235154,.4691138,0,11
"value",2226,.35,.6618087,-.2238915,.4710555,0,11
"value",2227,.35,.6645257,-.2242676,.4729972,0,11
"value",2228,.35,.6672428,-.2246437,.474939,0,11
"value",2229,.35,.6699599,-.2250198,.4768807,0,11
"value",2230,.35,.6726769,-.2253959,.4788224,0,11
"value",2231,.35,.675394,-.225772,.4807641,0,11
"value",2232,.35,.6781111,-.2261481,.4827058,0,11
"value",2233,.35,.6808282,-.2265242,.4846475,0,11
"value",2234,.35,.6835452,-.2269003,.4865893,0,11
"value",2235,.35,.6862622,-.2272764,.488531,0,11
"value",2236,.35,.6889793,-.2276525,.4904727,0,11
"value",2237,.35,.6916964,-.2280286,.4924144,0,11
"value",2238,.35,.6944134,-.2284047,.4943561,0,11
"value",2239,.35,.6971305,-.2287808,.4962978,0,11
"value",2240,.35,.6998476,-.2291569,.4982395,0,11
"value",2241,.35,.7025647,-.229533,.5001812,0,11
"value",2242,.35,.7052817,-.2299091,.5021229,0,11
"value",2243,.35,.7079988,-.2302852,.5040647,0,11
"value",2244,.35,.7107158,-.2306613,.5060064,0,11
"value",2245,.35,.7134329,-.2310373,.5079481,0,11
"value",2246,.35,.7161499,-.2314135,.5098898,0,11
"value",2247,.35,.718867,-.2317895,.5118315,0,11
"value",2248,.35,.7215841,-.2321656,.5137732,0,11
"value",2249,.35,.7243012,-.2325417,.5157149,0,11
"value",2250,.35,.7270182,-.2329178,.5176566,0,11
"value",2251,.35,.7297353,-.2332939,.5195984,0,11
"value",2252,.35,.7324523,-.23367,.52154,0,11
"value",2253,.35,.7351694,-.2340461,.5234818,0,11
"value",2254,.35,.7378864,-.2344222,.5254235,0,11
"value",2255,.35,.7406035,-.2347983,.5273652,0,11
"value",2256,.35,.7433206,-.2351744,.5293069,0,11
"value",2257,.35,.7460377,-.2355505,.5312486,0,11
"value",2258,.35,.7487547,-.2359266,.5331903,0,11
"value",2259,.35,.7514718,-.2363027,.5351321,0,11
"value",2260,.35,.7541888,-.2366788,.5370737,0,11
